ts,price_y,volume_y,price_x,volume_x,spread,zscore,corr
16-12-2025 19:57,86865.85174,0.5249,2931.36,4.4704,3003.70791,0.399550102,0.805421968
16-12-2025 19:57,86865.856,0.16762,2931.35,0.0056,3003.998257,0.473902632,0.822124028
16-12-2025 19:57,86865.85265,0.7349,2931.3595,0.2272,3003.723122,0.46159308,0.834985133
16-12-2025 19:58,86888.28374,1.18098,2932.429025,48.0766,2995.556588,-0.439322755,0.878520075
16-12-2025 19:58,86910.07899,0.30018,2933.057017,7.9406,2999.385873,0.056292957,0.920573407
16-12-2025 19:58,86919.5478,0.58911,2933.106338,4.6263,3007.443653,1.173629168,0.945517434
16-12-2025 19:58,86934.74333,0.2544,2933.43875,0.8121,3013.12935,2.072462637,0.964559415
16-12-2025 19:58,86933.54509,2.69976,2933.49,0.03,3010.464918,1.745181427,0.975364365
16-12-2025 19:58,86928.652,0.24147,2933.290497,23.1354,3011.279323,1.764086727,0.979268712
16-12-2025 19:58,86928.65571,0.24,2933.128462,15.8928,3015.918654,2.175955691,0.980797661
16-12-2025 19:58,86928.65456,0.40213,2933.315794,2.0925,3010.558189,1.402639651,0.98267428
16-12-2025 19:58,86928.65896,0.32704,2933.5,0.466,3005.292698,0.729145381,0.984395905
16-12-2025 19:58,86928.65571,0.32212,2933.358162,12.3772,3009.347249,1.173307035,0.985722214
16-12-2025 19:58,86928.65115,0.32884,2933.043375,4.714,3018.348301,2.049987609,0.985398902
16-12-2025 19:58,86928.65901,0.4768,2933.008182,9.3592,3019.362989,1.971177647,0.984933879
16-12-2025 19:58,86931.63981,0.46248,2933.0885,9.4988,3020.045989,1.878747339,0.984819152
16-12-2025 19:58,86936.564,0.34324,2933.223333,10.032,3021.112789,1.829492671,0.984868589
16-12-2025 19:58,86935.47382,2.85896,2933.297171,84.164,3017.910225,1.433118681,0.98535567
16-12-2025 19:58,86931.58065,0.37268,2933.206387,5.912,3016.614249,1.248158168,0.9860474
16-12-2025 19:58,86936.565,0.32124,2933.422696,1.4024,3015.410309,1.077957753,0.986318455
16-12-2025 19:58,86936.565,0.3204,2933.11,0.0156,3024.356098,1.726457394,0.985229018
16-12-2025 19:58,86928.00728,13.90635,2933.005915,28.6504,3018.776096,1.180797667,0.984709174
16-12-2025 19:58,86928.44044,1.67145,2933.385907,40.9145,3008.338235,0.291308427,0.984868068
16-12-2025 19:58,86935.83917,0.428,2934.002,1.5215,2998.111382,-0.543366351,0.983568105
16-12-2025 19:58,86940.82905,1.06035,2934.01,1.256,3002.872398,-0.160867642,0.981815489
16-12-2025 19:58,86951.88807,6.60415,2934.169716,83.73,3009.362156,0.344792239,0.980351928
16-12-2025 19:58,86962.09118,0.4034,2934.533654,3.096,3009.153513,0.278771093,0.979493557
16-12-2025 19:58,86962.09286,0.4121,2934.693606,30.874,3004.579186,-0.194940252,0.977680928
16-12-2025 19:58,86971.08638,1.8696,2935.291,87.879,2996.482091,-1.029438427,0.972840484
16-12-2025 19:58,86989.25699,0.64595,2936.272885,58.7555,2986.562335,-1.996126592,0.965607165
